Mes,2015,2016,2017,2020,2021,2022,2023,2024,2025
1,29.0,29.2,31.5,30.2,29.3,29.6,31.0,30.7,29.9
2,30.3,29.8,33.6,32.4,31.3,30.9,32.0,30.7,32.0
3,33.3,34.4,34.1,34.9,33.9,33.4,34.8,35.8,34.0
4,37.0,36.6,36.1,38.5,36.5,36.1,36.4,37.4,35.0
5,36.9,37.9,37.4,36.7,36.2,36.7,36.7,40.4,38.3
6,34.3,35.2,34.4,34.1,34.8,33.8,37.8,35.6,35.7
7,36.0,35.3,34.4,35.0,34.6,34.2,36.5,34.6,34.15
8,35.7,34.7,34.8,34.4,34.4,34.3,35.4,34.4,34.15
9,34.4,34.3,34.0,34.0,34.2,32.8,34.7,34.7,34.15
10,32.9,33.1,32.3,32.2,33.4,32.2,33.8,32.0,34.15
11,32.0,31.7,30.6,31.0,30.5,31.7,31.3,31.6,34.15
12,31.3,32.3,29.9,29.1,31.3,30.3,29.7,29.7,34.15
