MES,2015,2016,2017,2018,2019,2020,2024,2025
1,8.0,7.0,5.0,7.0,10.0,10.0,17.0,6.0
2,9.0,9.0,9.0,10.0,11.0,10.0,17.0,6.0
3,7.5,12.0,14.0,14.0,9.0,12.5,17.0,14.0
4,14.0,14.0,15.0,14.0,11.0,17.0,17.0,13.0
5,15.0,15.0,15.0,17.5,19.0,18.0,17.0,19.0
6,18.0,18.0,20.0,19.0,18.0,17.0,17.0,21.0
7,19.0,19.0,18.0,19.0,19.0,20.0,17.0,13.166666666666666
8,19.0,18.5,19.0,18.0,18.5,19.0,17.0,13.166666666666666
9,19.0,18.0,17.0,18.0,19.0,15.0,20.0,13.166666666666666
10,18.0,17.0,14.0,16.0,15.5,14.0,19.0,13.166666666666666
11,13.0,11.5,12.0,5.0,9.0,14.0,16.0,13.166666666666666
12,12.0,9.0,4.5,9.0,9.0,10.0,13.0,13.166666666666666
