MES,2015,2016,2017,2018,2019,2020,2021,2024,2025
1,24.0,25.0,28.5,25.5,29.0,27.5,29.0,24.5,24.5
2,24.5,28.5,30.5,29.0,29.0,30.0,28.0,26.0,24.5
3,28.0,29.5,30.5,31.0,30.0,31.5,29.0,28.5,24.5
4,33.5,32.0,30.5,31.0,29.5,34.0,30.0,31.5,24.5
5,32.5,33.0,35.0,31.5,31.5,32.5,32.0,35.5,24.5
6,33.0,33.5,34.5,31.5,32.5,32.0,31.5,36.0,24.5
7,32.5,33.5,33.5,32.5,32.5,33.0,30.5,34.0,24.5
8,33.5,33.5,34.5,32.5,35.0,35.0,33.5,34.0,24.5
9,33.5,33.5,34.0,34.0,36.0,34.0,35.0,30.40909090909091,24.5
10,39.5,32.5,32.0,33.5,34.0,33.0,36.0,29.0,24.5
11,32.5,30.0,31.5,31.5,30.0,32.0,32.5,29.5,24.5
12,30.5,28.0,28.0,31.0,27.5,27.0,32.0,26.0,24.5
